Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2018,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Ellis Ave Sewage Pumping Station,Facilities related to the pumping of sewage,1 Ellis Ave,Toronto,M9N 1G2,1,Square feet,168,285.85000000000002,4084.8452590000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.39381036,4084.8622791885791,14.290230117854046,1ELLIS,Sewage Pumping Facilities
Fallingbrook Sewage Pumping Station,Facilities related to the pumping of sewage,7 Fallingbrook Dr,Scarborough,M1N 1B3,1,Square feet,168,49,20135.447436999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.41789747999997,20135.531334697651,410.92921091219694,7FALLI,Sewage Pumping Facilities
Grand River Sewage Pumping Station,Facilities related to the pumping of sewage,125 Grand River Blvd,Scarborough,M1B 1G4,1,Square feet,168,28.58,5001.0803639999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.04321456,5001.1012018348492,174.98604625034463,GRANDR,Sewage Pumping Facilities
Greyabbey Trail Sewage Pumping Station,Facilities related to the pumping of sewage,144 Greyabbey Trail,Scarborough,M1E 1V9,1001,Square feet,168,41.53,44206.044497999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1768.2417799199998,44.162066623228839,1064.4408545594044,144GRE,Sewage Pumping Facilities
Highfield Sewage Pumping Station,Facilities related to the pumping of sewage,1 Highfield Rd,Toronto,M4L 2T7,1,Square feet,168,0,1042.7599580000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.710398320000003,1042.7643028331584,NA,0HIGHF,Sewage Pumping Facilities
Humber Sewage Pumping Station,Facilities related to the pumping of sewage,490 Riverside Dr,Toronto,M6S 4B5,1,Square feet,168,9.2200000000000006,12893.485908999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.73943636000001,12893.539631857953,1398.4316303533571,RVS,Sewage Pumping Facilities
Island Rd Sewage Pumping Station,Facilities related to the pumping of sewage,246 Island Rd,Scarborough,M1C 2R2,1,Square feet,168,41.62,18280.081867000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731.20327468000005,18280.158034007782,439.21571441633307,246ISL,Sewage Pumping Facilities
Kennedy Park Sewage Pumping Station,Facilities related to the pumping of sewage,15 Birchview Cr,Toronto,M6P 3H9,151,Square feet,168,124.19,16744.237847,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.76951387999998,110.88945440170657,134.82814731184229,BVPS,Sewage Pumping Facilities
Kingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,3241 Kingston Rd,Scarborough,M1M 1P7,1,Square feet,168,93.08,132637.62323,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5305.5049292000003,132638.17588676346,1424.9911461835352,3241KI,Sewage Pumping Facilities
Livingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,42 Livingston Rd,Scarborough,M1E 1K7,1,Square feet,168,319.93,111764.30145,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4470.5720579999997,111764.76713458938,349.34131570840299,LIVING,Sewage Pumping Facilities
Long Branch Sewage Pumping Station,Facilities related to the pumping of sewage,426 Lake Promenade,Etobicoke,M8W 3P2,3068,Square feet,168,730.8,206052.76069600001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8242.1104278399998,67.162196626196078,281.95623870986532,LBPS,Sewage Pumping Facilities
Lower Simcoe Pumping Station,Facilities related to the pumping of sewage,5 Lower Simcoe,Toronto,M5V 3L9,1,Square feet,168,1288.57,83475.525202999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3339.0210081199998,83475.87301768834,64.781791456954878,0LOWER,Sewage Pumping Facilities
Martin Grove Sewage Pumping Station,Facilities related to the pumping of sewage,1200 Martin Grove Rd,Etobicoke,M9W 4X2,1,Square feet,168,8.67,27320.925440999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092.8370176399999,27321.039278189335,3151.2156030206847,1200MA,Sewage Pumping Facilities
Midland Sewage Pumping Station,Facilities related to the pumping of sewage,21 Midland Ave,Scarborough,M1N 3Z5,1,Square feet,168,1927.35,103903.455091,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4156.13820364,103903.88802206288,53.910233233228467,21MIDL,Sewage Pumping Facilities
Military Trail Sewage Pumping Station,Facilities related to the pumping of sewage,1A Skyridge Rd,Scarborough,M1E 4N8,1,Square feet,168,16.190000000000001,4204.0889900000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.16355960000001,4204.1065070374589,259.67303934758854,SKYRID,Sewage Pumping Facilities
Mimico Sewage Pumping Station,Facilities related to the pumping of sewage,9 Superior Ave.,Etobicoke,M8V 2M5,4435,Square feet,168,6845.08,856177.470677,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34247.098827080001,193.05096687330953,125.0797708840697,MPS,Sewage Pumping Facilities
New Toronto Pumping Station,Facilities related to the pumping of sewage,31 Lakeshore Blvd,Toronto,M4L 2A2,2067,Square feet,168,181.39,280363.90641900001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11214.556256760001,135.63864276823583,1545.6479111414271,NTPS,Sewage Pumping Facilities
Port Union Sewage Pumping Station,Facilities related to the pumping of sewage,11 Lakeridge Dr,Scarborough,M1C 5E3,1,Square feet,168,576.22,55321.428875000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212.8571550000001,55321.659380953643,96.007877860806005,11LAKE,Sewage Pumping Facilities
Redlands Sewage Pumping Station,Facilities related to the pumping of sewage,10 Redland Cres E,Scarborough,M1M 1B6,1,Square feet,168,671.26,149757.71677500001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5990.3086710000007,149758.34076548656,223.10034973853135,10REDL,Sewage Pumping Facilities
Ridgevalley Sewage PS,Facilities related to the pumping of sewage,21 RIDGEVALLEY CRES,Etobicoke,M9A 3J7,0,Square feet,168,229.52,5532.7865679999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.31146271999998,NA,24.106002184024774,21RIDGEVALLEY,Sewage Pumping Facilities
Riverside Sewage Pumping Station,Facilities related to the pumping of sewage,20 Riverside Cr,Toronto,M6S 1B6,1,Square feet,168,39.869999999999997,2124.2532550000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9701302,2124.2621060552292,53.279711714452702,LMMP,Sewage Pumping Facilities
Scott Sewage Pumping Station,Facilities related to the pumping of sewage,6 Scott St,Toronto,M5E 1A1,0,Square feet,168,1987.45,292587.71254799998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11703.50850192,NA,147.2182604158439,SCOTT,Sewage Pumping Facilities
Sewells Rd Sewage Pumping Station,Facilities related to the pumping of sewage,579 Sewells Rd,Scarborough,M1B 5E4,1,Square feet,168,78.22,58939.062243,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2357.56248972,58939.30782242601,753.50687576612131,579SEW,Sewage Pumping Facilities
Silver Birch Ave Sewage Pumping Station,Facilities related to the pumping of sewage,3 Silver Birch Av,Toronto,M4E 3K8,1,Square feet,168,4.6500000000000004,337.74293899999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.509717559999999,337.74434626224581,72.633192744568987,3SILVB,Sewage Pumping Facilities
Strachan Sewage Pumping Station,Facilities related to the pumping of sewage,1 Strachan Ave,Toronto,M6K 3C3,1,Square feet,168,984.93,266885.49339200003,kWh,5861.8611760000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21811.138793115442,328768.79658040189,333.79914976739656,SASP,Sewage Pumping Facilities
Swansea Sewage Pumping Station,Facilities related to the pumping of sewage,110 The Queensway,Toronto,M6S 1A5,527,Square feet,168,394.37,174149.19682000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6965.9678728000008,330.45526080010137,441.59018800023688,SSPS,Sewage Pumping Facilities
Valleymede Sewage Pumping Stn,Facilities related to the pumping of sewage,66 Ellis Park Rd,Toronto,M6S 1G8,1,Square feet,168,101.06,73896.308036999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2955.8523214799998,73896.615938283474,731.21527744195009,0ELLIVAL,Sewage Pumping Facilities
Ward's Island Sewage Pumping Station,Facilities related to the pumping of sewage,235 Cibola Ave,Toronto,M5J 2W6,1,Square feet,168,20.65,2703.3237160000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.13294864000001,2703.3349798488171,130.91210556168608,WIPS,Sewage Pumping Facilities
Warren Park Sewage Pumping Station,Facilities related to the pumping of sewage,6 Pasadena Gardens,Toronto,M6S 4R3,1,Square feet,168,165.52,85521.244796999992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3420.8497918799999,85521.601135519988,516.68439545384228,SMPS,Sewage Pumping Facilities
West Rouge Sewage Pumping Station,Facilities related to the pumping of sewage,6570 Lawrence Ave.E.,Scarborough,M1C 4A7,3229,Square feet,168,834.16,310709.33122599998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12428.37324904,96.225031232026438,372.48324763620099,WRPS,Sewage Pumping Facilities
Western Beaches Tunnel Storm Pumping Station,Facilities related to the pumping of sewage,775 Lake Shore Blvd W,Toronto,M5V 3T7,1,Square feet,168,439.07,376707.47370999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15068.298948399999,376709.04332447378,857.9703539856373,775LAK,Sewage Pumping Facilities
Wirral Crt Sewage Pumping Station,Facilities related to the pumping of sewage,1 Wirral Crt,Scarborough,M1M 1S4,1,Square feet,168,143.72999999999999,79760.575192999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3190.42300772,79760.907528729964,554.93569560098774,WIRCRT,Sewage Pumping Facilities
Highland Creek Treatment Plant,Facilities related to the treatment of sewage,51 Beechgrove Dr,Scarborough,M1E 3Z3,255395,Square feet,168,62388,33914086.207773998,kWh,6940806.2747599995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14541943.720409784,419.68938381959782,1718.0638933866478,HCTP,Sewage Treatment Facilities
Humber Treatment Plant,Facilities related to the treatment of sewage,130 The Queensway,Etobicoke,M8Y 1H9,224869,Square feet,168,121062,49923547.538805999,kWh,2201367.07143,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6178856.9134770967,325.35846627120594,604.34350127983851,HTP,Sewage Treatment Facilities
Main Treatment Plant,Facilities related to the treatment of sewage,1091 Eastern Ave,Toronto,M4L 1A8,378438,Square feet,168,240817,131780414.05238701,kWh,6802374.3402769994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18193619.072576296,537.97957593052718,845.42168848543429,MTP,Sewage Treatment Facilities
North Toronto Treatment Plant,Facilities related to the treatment of sewage,1101 Millwood Rd,East York,M4H 1P6,21786,Square feet,168,5731,2622228.8417099998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104889.1536684,120.36352555143242,457.55361501718841,NTTP,Sewage Treatment Facilities
Adelaide Street Office,Social housing,67 Adelaide St. E.,Toronto,M5C 1K6,15888,Square feet,168,0,182245.37700800001,kWh,39629.048869999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82572.722928170304,37.802115950388561,NA,ASO,Shelters & Housing
Asquith Green Social Housing,Social housing,21 Park Rd,Toronto,M4W 2N1,6329,Square feet,168,0,93287.379542999988,kWh,8186.505682,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19283.318160758579,28.394793113197796,NA,LLTC,Shelters & Housing
Assessment & Referral Ctr (129 Peter),Social housing,342 RICHMOND ST W,Toronto,M5V 1X2,11780,Square feet,168,0,246948.8,kWh,22655.86968,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52917.081072399196,41.266734768658182,NA,129PET,Shelters & Housing
Birchmount Residence,Social housing,1673 Kingston Rd,Scarborough,M1N 1S6,5199,Square feet,168,0,259878.05585400001,kWh,40212.871109,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86787.111351216212,131.63998553205798,NA,BMR,Shelters & Housing
Downsview Dell,Social housing,1651 Sheppard Ave W,North York,M3M 2X4,5199,Square feet,168,0,131903.92473600002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5276.1569894400009,25.371124126887175,NA,DVD,Shelters & Housing
Family Residence,Social housing,4222 Kingston Rd,Scarborough,M1E 2M6,39999,Square feet,168,0,384172.00489799998,kWh,50610.756397000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111511.62801573693,22.962039208283947,NA,FR,Shelters & Housing
Fort York Residence,Social housing,38 Bathurst St,Toronto,M5V 3W3,25995,Square feet,168,0,378915.21657599998,kWh,78857.208965999991,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164960.85996366054,46.600980086317847,NA,FYR,Shelters & Housing
Greenfield Family Centre,Social housing,305 Greenfield Ave,North York,M2N 3E7,7384,Square feet,168,0,66023.596625999999,kWh,5925.2514069999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13897.084710403831,17.412683854725117,NA,GFC,Shelters & Housing
Robertson House,Social housing,291 Sherbourne St,Toronto,M5A 2R9,19795,Square feet,168,0,485855.83706699999,kWh,87017.443270999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184740.400290166,70.951203863982016,NA,RH,Shelters & Housing
Seaton House,Social housing,339 George St,Toronto,M5A 2N2,97995,Square feet,168,0,1372373.3582649999,kWh,457986.90640600002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924928.08056101424,63.342327959848632,NA,SH,Shelters & Housing
Women's Residence,Social housing,674 Dundas St. W,Toronto,M5T 1H9,28255,Square feet,168,0,490219.42307999998,kWh,67060.582880999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147003.09561640688,42.40534910450522,NA,WR,Shelters & Housing
1627 Danforth Ave,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1627 Danforth Ave,Toronto,M4C 1H7,62834,Square feet,100,0,36984.722403,kWh,603.067273,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625.02976396537,0.68993388493229912,NA,1627DA,Storage Facilities
391 Alliance Ave,"Storage facilities where equipment or vehicles are maintained, repaired or stored",391 Alliance Ave,Toronto,M6N 2J1,34952,Square feet,100,0,277387.10117699997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11095.484047079999,7.9362627877256875,NA,391ALLIANCEAVE,Storage Facilities
Alness Service Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",21 Alness St.,North York,M3J 3H3,25715,Square feet,70,0,161017.88727399998,kWh,39453.285000000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81389.726472609997,22.45836846810105,NA,ASY,Storage Facilities
Bartonville Park,"Storage facilities where equipment or vehicles are maintained, repaired or stored",5 Bartonville Ave E,Toronto,M6M 2B1,3606,Square feet,70,0,29337.194866999998,kWh,11686.815273,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23374.813900645371,42.349440017866115,NA,BTVP,Storage Facilities
Bentworth Park Yard - Bldg 1,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Bentworth Ave,North York,M6A 1P7,5554,Square feet,70,0,21055.704726,kWh,10505.534274,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20799.486594015063,23.759465295248102,NA,BWPY-1,Storage Facilities
Bentworth Park Yard - Bldg 2,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Bentworth Ave,North York,M6A 1P7,6330,Square feet,70,0,36377.793333000001,kWh,14688.402117000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29358.522350963736,30.243239238112746,NA,BWPY-2,Storage Facilities
Bering Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",320 Bering Ave,Etobicoke,M8Z 3A3,53798,Square feet,70,0,507010.59,kWh,115098.92,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238932.69093480002,32.010167561537472,NA,BERY,Storage Facilities
Birchmount Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",101 Ridgetop Rd,Scarborough,M1P 4W9,15317,Square feet,70,0,120549.345994,kWh,27815.626667,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57663.041662793235,27.041353338547971,NA,BMTP,Storage Facilities
Brimley Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",451 Brimley Rd,Scarborough,M1J 1A2,2809,Square feet,70,0,32052.56941,kWh,4533.827859,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9894.9702218637103,28.449690666767715,NA,BRLY,Storage Facilities
Caledonia Rd Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1141 Caledonia Rd,North York,M6A 2W9,1981,Square feet,70,0,64673.349186000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586.9339674400003,32.646955405496357,NA,CALEY,Storage Facilities
Castlefield Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1401 Castlefield Ave Yard,Toronto,M6B 1G7,36447,Square feet,70,0,325187.26498899999,kWh,46295.983918999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100955.50829064511,22.331705077100299,NA,CASTY,Storage Facilities
Centennial Pk Svc Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",149 Elmcrest Rd,Etobicoke,M9C 3S2,1023,Square feet,70,0,57652.003949999998,kWh,9731.7780619999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20793.441624600782,156.78218242961464,NA,CPSB,Storage Facilities
Central Equipment Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1026 Finch Ave. W,North York,M3J 2E1,148198,Square feet,70,0,1251225.757097,kWh,329184.26413299999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675397.08501469879,31.892105750646952,NA,CEY,Storage Facilities
Central Water Services,"Storage facilities where equipment or vehicles are maintained, repaired or stored",545 Commissioners St.,Toronto,M4M 1A5,32679,Square feet,70,0,1115583.1662899998,kWh,44271.90625,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128726.22423566249,48.439522987425157,NA,CWS,Storage Facilities
Disco Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",156 Disco Rd,Etobicoke,M9W 1M4,131976,Square feet,70,0,852863.63429399999,kWh,176149.49003599997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368743.9700982488,20.552471374431104,NA,DISCO,Storage Facilities
Dufferin Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",75 Vanley Cres.,North York,M3J 2B7,31667,Square feet,70,0,396235.10480700003,kWh,28071.476172999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69176.506763366371,21.870725213864713,NA,DMY,Storage Facilities
Eastern & Booth Blocks,"Storage facilities where equipment or vehicles are maintained, repaired or stored",433 Eastern Ave,Toronto,M4M 1B7,236645,Square feet,70,0,2859284.9949030001,kWh,390191.42989299999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855614.15724955325,29.48910604649123,NA,EBB,Storage Facilities
Eastern Ave Yard / Office,"Storage facilities where equipment or vehicles are maintained, repaired or stored",843 Eastern Ave,Toronto,M4L 1A2,84701,Square feet,70,0,1069364.6729359999,kWh,343212.73822100001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694772.39358849148,55.401701416721735,NA,EAYO,Storage Facilities
Eastern Ave Yard / Shop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",875 Eastern Ave,Toronto,M4L 1A2,9698,Square feet,70,0,81153.119374999995,kWh,16931.580882000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35410.879660726583,26.798916260400301,NA,EAYS,Storage Facilities
Eglinton Flats Service Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",101 Emmett Ave,Toronto,M6M 1V7,5705,Square feet,70,0,52787.833583000007,kWh,13141.067879000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27075.468582377514,33.569674916973433,NA,EFSB,Storage Facilities
Ellesmere Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1050 Ellesmere Rd,Scarborough,M1P 2X3,138069,Square feet,70,0,1742369.85729,kWh,193887.93351199999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438021.76270501129,27.444271841098406,NA,ELLEY,Storage Facilities
Emery Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",27 Toryork Dr.,North York,M9L 1X9,18998,Square feet,70,0,225577.58524700001,kWh,42198.363981000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89186.913480945906,35.322456002409453,NA,EPY,Storage Facilities
Emery Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",61 Toryork Dr,North York,M9L 1X9,26404,Square feet,70,0,341098.42277400004,kWh,77131.117756000007,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160169.15000085568,43.7567647351378,NA,EMERY,Storage Facilities
Hamilton Street Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",138 Hamilton St,Toronto,M4M 2E1,2756,Square feet,70,0,62536.727485999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501.4690994399998,22.691214824273533,NA,HSY,Storage Facilities
Health Materials Warehouse,"Storage facilities where equipment or vehicles are maintained, repaired or stored",160 Rivalda Rd,North York,M9M 2M8,22604,Square feet,70,0,30464.734153999998,kWh,18288.705000000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35961.459367610005,9.8891395669159188,NA,RR160,Storage Facilities
Ingram Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",86 Ingram Dr,Toronto,M6M 2L6,23907,Square feet,70,0,360921.87264700001,kWh,51622.698110999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112503.99828036559,37.89229894244729,NA,INGRY,Storage Facilities
Joel Weeks Park - Storage Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",10 Thompson St,Toronto,M4M 1L8,183,Square feet,70,0,17347.663339999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.90653359999999,94.796369518746346,NA,JWPSB,Storage Facilities
King St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1116 King St W,Toronto,M6K 1E9,83485,Square feet,70,0,435252.01590699999,kWh,168455.55967399999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337423.42279338109,26.514903513457384,NA,KSG,Storage Facilities
