Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2016 - Dec/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
37 Queen St E,Parking garages,37 Queen St E,Toronto,M5C 3G5,0,Square feet,168,0,1409655.994,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"62,025",,,37QUEE,Parking Lots and Garages
376 Clinton St,Parking garages,376 Clinton St,Toronto,M6G 1P9,0,Square feet,168,0,1833.112243,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,81,,,376CLI,Parking Lots and Garages
3885 Yonge St Lot,Parking garages,3885 Yonge St,Toronto,M4N 2P2,0,Square feet,168,0,52002.34038,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,288",,,3885YSL,Parking Lots and Garages
40 Dundas St E,Other,40 Dundas St E,Toronto,M5B 1B8,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,0,,,40DUNDAS,Outdoor Recreational Facilities
40 Larch St,Parking garages,40 Larch St,Toronto,M5T 1C9,0,Square feet,168,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"8,438",,,40LARC,Parking Lots and Garages
40 Russell Hill Rd,Other,40 Russell Hill Rd - ngas,Toronto,M4V 2T2,3735,Square feet,100,0,2928.001676,kWh,1994.689655,Cubic meter,,,,,,,,,,,,,,,,,,,"3,899",6.4,,40RUSS,Leasing
400 Keele St,Parking garages,400 Keele St,Toronto,M6P 2K9,0,Square feet,168,0,4691.922235,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,206,,,400KEE,Parking Lots and Garages
4005 Eglinton Ave W,Other,4005 Eglinton Ave W,Etobicoke,M9A 5H3,0,Square feet,168,0,25411.66613,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,118",,,TSBPL,Outdoor Recreational Facilities
402 Sewells Rd,Street lighting,402 Sewells Rd,Toronto,M1B 5H3,0,Square feet,100,0,217.153445,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,402SEW,Streetlighting
407 Fairlawn,Other,407 Fairlawn Ave,Toronto,M5M 1T7,0,Square feet,100,0,247.3135,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,11,,,407FAIR,Outdoor Recreational Facilities
44 Richmond St E,Parking garages,44 Richmond St E,Toronto,M5C 1M1,0,Square feet,168,0,52403.38452,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,306",,,44RICH,Parking Lots and Garages
45 Aberdeen Ave,Parking garages,45 Aberdeen Ave,Toronto,M4X 1A1,0,Square feet,168,0,3630.983497,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,160,,,45ABER,Parking Lots and Garages
45 Dunfield Ave,Other,45 Dunfield Ave,Toronto,M4S 2H4,0,Square feet,100,0,308.168647,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,14,,,45DUNF,Outdoor Recreational Facilities
453 Spadina Rd,Parking garages,453 Spadina Rd,Toronto,M5P 2W4,0,Square feet,168,0,4296.010131,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,189,,,453SPA,Parking Lots and Garages
470 Windermere Ave,Parking garages,470 Windermere Ave,Toronto,M6S 3G3,0,Square feet,168,0,5870.61438,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,258,,,470WIN,Parking Lots and Garages
480 Mill Rd,Other,480 Mill Rd,Toronto,M9C 1Z2,0,Square feet,168,0,85877.27447,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,779",,,480MIL,Water Misc Service
50 Wabash,Other,50 Wabash,Toronto,M6R 1N2,2992,Square feet,100,0,16603.7456,kWh,4203.728067,Cubic meter,,,,,,,,,,,,,,,,,,,"8,676",20.4,,50WABA,Leasing
5063 Yonge St Unit Underg,Other,5063 Yonge St Unit Underg,North York,M2M 3X6,0,Square feet,100,0,14.760697,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,1,,,5063YO,Outdoor Recreational Facilities
51 Benshire Dr,Other,51 Benshire Dr,Toronto,M1H 1M5,0,Square feet,100,0,99.783497,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4,,,51BENSH,Outdoor Recreational Facilities
51 Dockside Dr,Other,51 Dockside Dr,Toronto,M5A 1B6,0,Square feet,100,0,95842.72065,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,217",,,51DOCK,Outdoor Recreational Facilities
5184 Yonge St Unit Undrg,Other,5184 Yonge St,Toronto,M2N 5P6,0,Square feet,100,0,67.711768,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,3,,,5184YO,Outdoor Recreational Facilities
519 Church Park,Other,519 Church St,Toronto,M4Y 2C9,0,Square feet,168,0,28595.8491,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,258",,,519CHURCHPARK,Outdoor Recreational Facilities
519 Church St Comm Ctr,Community centres,519 Church St,Toronto,M4Y 2C9,15554,Square feet,100,0,513681.9132,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"22,602",33.0,,519CC,Community Centres
53 Strachan Ave,Social housing,53 Strachan Ave,Toronto,M5V 1G8,49213,Square feet,100,0,387251.4669,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"17,039",7.9,,53STRA,Shelters & Housing
5341 Dundas St W,Other,5341 Dundas St W,Toronto,M9B 1B1,1862,Square feet,100,0,2081.831382,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,92,1.1,,5341DUN,Leasing
55 John St LED Ltg,Other,55 John St,Toronto,M5V 3C6,0,Square feet,168,0,4031405.761,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"177,382",,,55JOHNSTLED,Traffic Signals
55 John St Ltg Beacon,Other,55 John St,Toronto,M5V3C6,0,Square feet,168,0,515053.5377,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"22,662",,,55JOHNBEA,Traffic Signals
55 York St,Parking garages,55 York St,Toronto,M5J 1R7,0,Square feet,168,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,161,,,55YORK,Parking Lots and Garages
557 Palmerston Ave,Parking garages,557 Palmerston Ave,Toronto,M6J 2J3,0,Square feet,168,0,5412.63226,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,238,,,557PAL,Parking Lots and Garages
5575 Yonge St,Other,5575 Yonge St,Toronto,M2N 5S4,0,Square feet,100,0,3504.540959,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,154,,,5575YONGE,Outdoor Recreational Facilities
567 ARLINGTON,Other,567 ARLINGTON,Toronto,M6S 3A6,0,Square feet,100,0,23.057904,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,1,,,567ARLINGTON,Leasing
573 Gerrard St E,Parking garages,573 Gerrard St E,Toronto,M4M 1Y3,0,Square feet,168,0,8441.953626,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,371,,,573GER,Parking Lots and Garages
653 Gerrard St E,Parking garages,653 Gerrard St E Pole C 179,Toronto,M4M 1Y3,0,Square feet,168,0,541.502824,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,24,,,653GER,Parking Lots and Garages
670 Pape Ave,Parking garages,670 Pape Ave,Toronto,M4K 3S5,0,Square feet,168,0,8272.233228,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,364,,,670PAP,Parking Lots and Garages
675 Manning Ave,Parking garages,675 Manning Ave,Toronto,M6G 1L2,0,Square feet,168,0,3111.412709,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,137,,,675MAN,Parking Lots and Garages
68 Amroth Ave,Parking garages,68 Amroth Ave,Toronto,M4C 1K1,0,Square feet,168,0,4824.981259,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,212,,,68AMRO,Parking Lots and Garages
697 Lansdowne Ave,Parking garages,697 Lansdowne Ave,Toronto,M6H 3Y2,0,Square feet,168,0,5000.660835,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,220,,,697LAN,Parking Lots and Garages
7 Bartlett Ave,Parking garages,7 Bartlett Ave,Toronto,M6H 1M3,0,Square feet,168,0,3296.979315,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,145,,,7BARTL,Parking Lots and Garages
70 Dunfield Ave,Parking garages,70 Dunfield Ave,Toronto,M4S 1V8,0,Square feet,168,0,972399.5929,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"42,786",,,70DUNF,Parking Lots and Garages
708 Millwood Rd,Parking garages,708 Millwood Rd,Toronto,M4G 3B4,0,Square feet,168,0,1845.641534,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,81,,,708MIL,Parking Lots and Garages
709 Millwood Rd,Parking garages,709 Millwood Rd,Toronto,M4G 3B4,0,Square feet,168,0,66380.96041,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,921",,,709MIL,Parking Lots and Garages
71 Ellis Park Rd,Other,71 Ellis Park Rd,Toronto,M6S 2V3,0,Square feet,168,0,3655.668431,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,161,,,71ELLIS,Outdoor Recreational Facilities
715 Bloor St E-Pole 133 Viewndr/,Street lighting,715 Bloor ST E,Toronto,M4W 1J4,0,Square feet,70,0,911.424243,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,715BLO,Streetlighting
72 Clinton St,Parking garages,72 Clinton St,Toronto,M6G 2Y3,0,Square feet,168,0,297188.8326,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"13,076",,,72CLIN,Parking Lots and Garages
720 Pape Ave,Parking garages,720 Pape Ave,Toronto,M4K 3S7,0,Square feet,168,0,9256.918583,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,407,,,720PAP,Parking Lots and Garages
734 Middlefield Rd,Other,734 Middlefield Rd,Toronto,M1V 5E2,0,Square feet,100,0,220.11753,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,734MID,Outdoor Recreational Facilities
737 Rhodes Ave,Parking garages,737 Rhodes Ave,Toronto,M4J 4X6,0,Square feet,168,0,4741.716742,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,209,,,737RHO,Parking Lots and Garages
751 Brimorton Dr,Other,751 Brimorton Dr,Toronto,M1G 2S4,0,Square feet,100,0,196.111325,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,751BRIMO,Outdoor Recreational Facilities
77 Whitbread,Other,77 Whitbread Cres,Toronto,M3L 2A8,0,Square feet,100,0,3135.523815,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,138,,,77WHIT,Outdoor Recreational Facilities
8 Barkwin Dr,Other,8 Barkwin Dr,Toronto,M9V 2W1,0,Square feet,168,0,3347.823334,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,147,,,8BARK,Outdoor Recreational Facilities
8 Carling Ave,Parking garages,8 Carling Ave,Toronto,M6G 1M2,0,Square feet,168,0,9196.68608,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,405,,,8CARLI,Parking Lots and Garages
8001 Finch,Other,8001 Finch,Toronto,M1B 6B2,0,Square feet,168,0,3044.696446,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,134,,,8001FI,Water Misc Service
803 Richmond St W,Parking garages,803 Richmond St W,Toronto,M6J 3N5,0,Square feet,168,0,4564.617647,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,201,,,803RIC,Parking Lots and Garages
804 Carlaw Ave,Parking garages,804 Carlaw Ave,Toronto,M4K 1P7,0,Square feet,168,0,3049.792529,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,134,,,804CAR,Parking Lots and Garages
81 Lee Ave,Parking garages,81 Lee Ave,Toronto,M4E 1E5,0,Square feet,168,0,8459.383968,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,372,,,81LEE,Parking Lots and Garages
833 Royal York,Street lighting,833 Royal York,Toronto,M8Y 2V1,0,Square feet,70,0,2089.283735,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,92,,,833ROYALYORK,Streetlighting
85 Bay St,Parking garages,85 Bay St,Toronto,M5J 1J5,0,Square feet,168,0,73838.34325,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,249",,,85BAY,Parking Lots and Garages
873 Brimley Rd,Other,873 Brimley Rd,Toronto,M1P 3E9,0,Square feet,100,0,205.526616,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,873BRIM,Outdoor Recreational Facilities
9 Emerson Ave,Parking garages,9 Emerson Ave,Toronto,M6H 3S9,0,Square feet,168,0,4780.286034,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,210,,,9EMERS,Parking Lots and Garages
9 Salem Ave,Parking garages,9 Salem Ave,Toronto,M6H 3S9,0,Square feet,168,0,2270.855805,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,100,,,9SALEM,Parking Lots and Garages
90 Eaton Ave,Parking garages,90 Eaton Ave,Toronto,M4J 1L2,0,Square feet,168,0,1843.114959,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,81,,,90EATO,Parking Lots and Garages
91 Via Italia,Parking garages,91 Via Italia,Toronto,M6H 3R9,0,Square feet,168,0,190017.4946,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"8,361",,,91VIA,Parking Lots and Garages
912 Eglinton Ave W,Parking garages,912 Eglinton Ave W,Toronto,M6C 2C5,0,Square feet,168,0,2151.098786,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,95,,,912EGL,Parking Lots and Garages
924 Markham Rd,Other,924 Markham Rd,Toronto,M1H 2Y2,0,Square feet,100,0,206.560183,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,924MARK,Outdoor Recreational Facilities
946 Scarborough Golf Club Rd,Other,946 Scarborough Golf Club Rd,Toronto,M1G 2W7,0,Square feet,100,0,205.074195,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,946SGC,Outdoor Recreational Facilities
99 Cedarvale Ave,Parking garages,99 Cedarvale Ave,Toronto,M4C 1K3,0,Square feet,168,0,4297.044012,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,189,,,99CEDA,Parking Lots and Garages
Abbotsford Park,Other,79 Ellerslie Ave,Toronto,M2N 2P7,0,Square feet,100,0,2666.859391,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,117,,,ABFP,Outdoor Recreational Facilities
Adams Park,Other,2 Rozell Rd,Toronto,M1C 2L1,0,Square feet,100,0,133354.8711,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,868",,,ADAM,Outdoor Recreational Facilities
Adelaide Street Office,Social housing,67 Adelaide St. E.,Toronto,M5C 1K6,15888,Square feet,168,0,272958.5371,kWh,35999.26844,Cubic meter,,,,,,,,,,,,,,,,,,,"80,049",41.1,,ASO,Shelters & Housing
Advance Traffic Management,Other,0 Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,1078391.59,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"47,449",,,ATMS,Traffic Signals
Agincourt Arena and R.C,Indoor recreational facilities,31 Glen Watford Dr,Toronto,M1S 2B7,93398,Square feet,100,0,2113400.107,kWh,286863.2168,Cubic meter,,,,,,,,,,,,,,,,,,,"635,161",55.1,,AGINA,Indoor Recreational Facilities
Agincourt District,Public libraries,155 Bonis Ave,Toronto,M1T 3W6,26996,Square feet,70,0,604439.2283,kWh,5288.531194,Cubic meter,,,,,,,,,,,,,,,,,,,"36,591",24.5,,ADL,Public Libraries
Albert Campbell District,Public libraries,496 Birchmount Rd,Toronto,M1K 1N8,26102,Square feet,70,0,516216.8364,kWh,12470.47668,Cubic meter,,,,,,,,,,,,,,,,,,,"46,283",24.8,,ACD,Public Libraries
Albert Standing Park,Other,45 Sheppard Ave W,Toronto,M2N 5V7,0,Square feet,100,0,24901.93283,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,096",,,ALSP,Outdoor Recreational Facilities
Albion,Public libraries,1515 Albion Rd,Toronto,M9V 1B2,32281,Square feet,70,0,355036.8666,kWh,38239.78966,Cubic meter,,,,,,,,,,,,,,,,,,,"87,895",23.5,,AB,Public Libraries
Albion Arena,Indoor sports arenas,1501 Albion Rd,Toronto,M9V 1B2,32658,Square feet,100,0,429397.8971,kWh,27068.34672,Cubic meter,,,,,,,,,,,,,,,,,,,"70,053",21.9,,ALBIA,Indoor Sports Arena
Albion Comm Ctr & Pool,Indoor swimming pools,1485 Albion Rd,Toronto,M9V 1B2,20688,Square feet,100,0,485652.9326,kWh,142466.8067,Cubic meter,,,,,,,,,,,,,,,,,,,"290,631",96.2,,ALBIC,Indoor Swimming Pool
Albion Gardens,Other,25 Deanlea Crt,Toronto,M9V 2R5,0,Square feet,100,0,4554.44411,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,200,,,25DEAN,Outdoor Recreational Facilities
Albion Road Childcare Centre,Other,1545 Albion Rd,Toronto,M9V 1B2,5543,Square feet,100,0,57147.73718,kWh,16160.93132,Cubic meter,,,,,,,,,,,,,,,,,,,"33,059",41.1,,ARCC,Child Care Facilities
Aldwych Park,Other,134 Aldwych Ave,Toronto,M4J 1X6,0,Square feet,100,0,35758.35233,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,573",,,ALDWYC,Outdoor Recreational Facilities
Alex Duff Pool,Other,779 Crawford S.,Toronto,M6G 3K4,0,Square feet,100,0,452648.8332,kWh,22026.12299,Cubic meter,,,,,,,,,,,,,,,,,,,"61,546",,,ADP,Outdoor Recreational Facilities
Alexander Muir Park Gardens,Other,2877 Yonge St,Toronto,M4N 3N8,0,Square feet,100,0,26412.8137,kWh,1928.119385,Cubic meter,,,,,,,,,,,,,,,,,,,"4,806",,,AXMP,Outdoor Recreational Facilities
Alexandra Park,Other,275 Bathurst St,Toronto,M5T 2S4,22873,Square feet,100,0,376087.4227,kWh,25329.261,Cubic meter,,,,,,,,,,,,,,,,,,,"64,420",28.1,,AXP,Outdoor Recreational Facilities
Algonguin Island Sewage Pumping Station,Facilities related to the pumping of sewage,16 Wyandot Ave,Toronto,M5J 2M9,75,Square feet,168,11.45,12070.28262,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,531,160.9,"1,054.2",AGI,Sewage Pumping Facilities
Allan Gardens,Other,160 Gerrard St E,Toronto,M5A 2P2,25177,Square feet,168,0,224893.737,kWh,131891.4783,Cubic meter,,,,,,,,,,,,,,,,,,,"259,170",64.2,,AGDN,Greenhouses
Allen Road,Street lighting,195 Glen Park Ave,Toronto,M6B 3J6,0,Square feet,70,0,594407.0579,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"26,154",,,ALLEN,Streetlighting
Alness Service Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",21 Alness St.,Toronto,M3J 3H3,25715,Square feet,70,0,172248.3383,kWh,33409.47925,Cubic meter,,,,,,,,,,,,,,,,,,,"70,723",20.4,,ASY,Storage Facilities
Ambulance Headquarters,Ambulance stations and associated offices and facilities,4330 Dufferin St,Toronto,M3H 5R9,143494,Square feet,168,0,3835041.013,kWh,249446.5195,Cubic meter,,,,,,,,,,,,,,,,,,,"640,196",45.1,,AHQ,Ambulance Stations
Amesbury Arena,Indoor sports arenas,155 Culford Rd,Toronto,M6M 4K6,26942,Square feet,100,0,738951.823,kWh,98642.4029,Cubic meter,,,,,,,,,,,,,,,,,,,"218,948",66.1,,AMESA,Indoor Sports Arena
Amesbury Community Center,Community centres,1507 Lawrence Ave W,Toronto,M6L 1A8,37975,Square feet,100,0,279705.4208,kWh,34050.17046,Cubic meter,,,,,,,,,,,,,,,,,,,"76,662",16.8,,AMESC,Community Centres
Amesbury Park,Other,1501 Lawrence Ave W,Toronto,M6L 1A8,0,Square feet,100,0,22919.53958,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,008",,,AMBP,Outdoor Recreational Facilities
Amesbury Park Library,Public libraries,1565 Lawrence Ave W,Toronto,M6L 1B6,6318,Square feet,70,0,130441.5461,kWh,7972.662,Cubic meter,,,,,,,,,,,,,,,,,,,"20,808",34.0,,AP,Public Libraries
Amos Waites Park,Other,2445 Lake Shore Blvd W,Toronto,M8V 1C5,1356,Square feet,100,0,73596.79949,kWh,5932.363635,Cubic meter,,,,,,,,,,,,,,,,,,,"14,450",100.5,,AWP,Outdoor Recreational Facilities
Ancaster C.C.,Community centres,41-47 Ancaster Rd,Toronto,M3K 1S7,7513,Square feet,100,0,107663.3982,kWh,21894.69857,Cubic meter,,,,,,,,,,,,,,,,,,,"46,118",45.1,,ANCAC,Community Centres
Ancaster Childcare Centre,Other,45 Ancaster Rd,Toronto,M3K 1S7,7018,Square feet,100,0,143747.0366,kWh,11215.66606,Cubic meter,,,,,,,,,,,,,,,,,,,"27,522",37.4,,ACC,Child Care Facilities
Annette R.C,Community centres,333 Annette St,Toronto,M6P 1R3,20774,Square feet,100,0,381560.5815,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"16,789",18.4,,ANNEC,Community Centres
Annette Street,Public libraries,145 Annette St.,Toronto,M6P 1P3,7804,Square feet,70,0,166817.2258,kWh,7846.11828,Cubic meter,,,,,,,,,,,,,,,,,,,"22,169",32.0,,AN,Public Libraries
Anniversary Park,Other,410 Parliament St,Toronto,M5A 3A1,0,Square feet,100,0,3419.561419,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,150,,,ANNP,Outdoor Recreational Facilities
Anthony Road School Park,Other,111A Whitley Ave,Toronto,M3K 1A1,0,Square feet,100,0,540.728648,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,24,,,ANTHONYROADSCHOOLPARK,Outdoor Recreational Facilities
Antibes Park,Indoor recreational facilities,140 Antibes Dr,Toronto,M2R 3J3,18492,Square feet,100,0,423786.5443,kWh,55878.1786,Cubic meter,,,,,,,,,,,,,,,,,,,"124,256",54.8,,ANBP,Indoor Recreational Facilities
Archives and Records Centre,"Administrative offices and related facilities, including municipal council chambers",255 Spadina Rd,Toronto,M5R 2V3,39590,Square feet,70,0,524189.8923,kWh,42355.72144,Cubic meter,,,,,,,,,,,,,,,,,,,"103,117",24.5,,ARC,Administrative Offices
Armour Height C.C,Community centres,2140 Avenue Rd,Toronto,M5M 4MZ,19773,Square feet,100,0,204763.0415,kWh,26571.94008,Cubic meter,,,,,,,,,,,,,,,,,,,"59,231",24.5,,ARMOC,Community Centres
Armour Heights Pumping Station,Facilities related to the pumping of water,226 Wilson Ave,Toronto,M5M 3B1,5780,Square feet,168,20485.928,2921300.915,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"128,537",505.4,142.6,AHPS,Water Pumping Facilities
Art Eggleton Park,Other,326 Harbord St,Toronto,M6G 1H1,0,Square feet,100,0,1268.029728,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,56,,,HARBP,Outdoor Recreational Facilities
Ashbridges Bay Park,Other,1675 Lakeshore Blvd E,Toronto,M4L 3W6,721,Square feet,100,0,51146.26179,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,250",70.9,,ABP,Outdoor Recreational Facilities
Ashtonbee Reservoir Park,Other,21 Ashtonbee Rd.,Toronto,M1L 4R5,0,Square feet,100,0,4055.213185,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,178,,,ARP,Outdoor Recreational Facilities
Asquith Green Social Housing,Social housing,21 Park Rd,Toronto,M4W 2N1,6329,Square feet,168,0,106596.2664,kWh,9902.652405,Cubic meter,,,,,,,,,,,,,,,,,,,"23,406",33.4,,LLTC,Shelters & Housing
Assessment & Referral Ctr (129 Peter),Social housing,342 RICHMOND ST W,Toronto,M5V 1X2,11780,Square feet,168,0,250164.1023,kWh,22362.25967,Cubic meter,,,,,,,,,,,,,,,,,,,"53,272",41.3,,129PET,Shelters & Housing
Atlantic Ave Storage Bldg,"Administrative offices and related facilities, including municipal council chambers",98 Atlantic Ave,Toronto,M6K 1X9,43002,Square feet,70,0,106317.0581,kWh,29302.95338,Cubic meter,,,,,,,,,,,,,,,,,,,"60,061",9.7,,AASB,Administrative Offices
Avondale Park,Other,2 Everson,Toronto,M2N 7C3,0,Square feet,100,0,3492.111115,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,154,,,2EVER,Outdoor Recreational Facilities
Avonshire Park,Other,125 Harrison Garden Blvd,Toronto,M2H 2E5,0,Square feet,100,0,5223.5055,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,230,,,AVONPK,Outdoor Recreational Facilities
Avonshire Parkette,Other,1A Oakburn Ave,North York,M2N 7C3,0,Square feet,100,0,596.062853,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,26,,,AVONPKET,Outdoor Recreational Facilities
Baby Point Sewage Pumping Station,Facilities related to the pumping of sewage,61 Humberview Rd,Toronto,M6S 1W7,0,Square feet,168,244.337223,54609.79552,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,403",,223.5,HBPS,Sewage Pumping Facilities
Baird Park W.Pool,Other,275 Keele St,Toronto,M6P 2K4,1970,Square feet,100,0,16277.73656,kWh,5200.110417,Cubic meter,,,,,,,,,,,,,,,,,,,"10,544",36.1,,BPWP,Outdoor Recreational Facilities
Banbury C.C.,Community centres,120 Banbury Rd,Toronto,M3B 2L3,9537,Square feet,100,0,115643.6223,kWh,13163.23487,Cubic meter,,,,,,,,,,,,,,,,,,,"29,967",26.7,,BANBC,Community Centres
Barbara Frum,Public libraries,20 Covington Rd,Toronto,M6A 3C1,44319,Square feet,70,0,940903.398,kWh,41821.16882,Cubic meter,,,,,,,,,,,,,,,,,,,"120,442",31.2,,BF,Public Libraries
Barbara Hall Park,Other,5 Cawthra Sq,Toronto,M4Y 2C9,0,Square feet,100,0,4569.5884,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,201,,,CSWP,Outdoor Recreational Facilities
Bartonville Park,"Storage facilities where equipment or vehicles are maintained, repaired or stored",5 Bartonville Ave E,Toronto,M6M 2B1,3606,Square feet,70,0,32737.87751,kWh,12165.12148,Cubic meter,,,,,,,,,,,,,,,,,,,"24,433",44.7,,BTVP,Storage Facilities
Bathurst St,Other,Bathurst St,Toronto,M5V 3C1,0,Square feet,168,0,6522.987998,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,287,,,TWBATHURST,Water Misc Service
